PROJECTCOD,HOLEID,SAMPLEID,SAMPLETYPE,SapSubType,Point_Type,Dsptch_L_D,SmpDspDate,SmpRetDate,Lab_L_D,Labjobno,AnalysisLD,SampWt_g_D,Wtkg,Wtcru_dry_kg,Tot_Weight_CRU,Pass_2mm_pct,Rmnd_2mm_pct,WT_MinusFrac_CRU_g,WT_PlusFrac_CRU_g,Tot_Weight_PUL_g,Pass_75um_pct,Rmnd_75um_pct,WT_MinusFrac_PUL_g,WT_PlusFrac_PUL_g,Ag_ppm,Ag_ppm_GMD,Ag_ppm_LDD,Ag_ppm_UDD,Al_pct,Al_pct_GMD,Al_pct_LDD,Al_pct_UDD,As_ppm,As_ppm_GMD,As_ppm_LDD,As_ppm_UDD,Ba_ppm,Ba_ppm_GMD,Ba_ppm_LDD,Ba_ppm_UDD,Be_ppm,Be_ppm_GMD,Be_ppm_LDD,Be_ppm_UDD,Bi_ppm,Bi_ppm_GMD,Bi_ppm_LDD,Bi_ppm_UDD,Ca_pct,Ca_pct_GMD,Ca_pct_LDD,Ca_pct_UDD,Cd_ppm,Cd_ppm_GMD,Cd_ppm_LDD,Cd_ppm_UDD,Co_ppm,Co_ppm_GMD,Co_ppm_LDD,Co_ppm_UDD,Cr_ppm,Cr_ppm_GMD,Cr_ppm_LDD,Cr_ppm_UDD,Cu_ppm,Cu_ppm_GMD,Cu_ppm_LDD,Cu_ppm_UDD,Fe_pct,Fe_pct_GMD,Fe_pct_LDD,Fe_pct_UDD,K_pct,K_pct_GMD,K_pct_LDD,K_pct_UDD,La_ppm,La_ppm_GMD,La_ppm_LDD,La_ppm_UDD,Li_ppm,Li_ppm_GMD,Li_ppm_LDD,Li_ppm_UDD,Mg_pct,Mg_pct_GMD,Mg_pct_LDD,Mg_pct_UDD,Mn_ppm,Mn_ppm_GMD,Mn_ppm_LDD,Mn_ppm_UDD,Mo_ppm,Mo_ppm_GMD,Mo_ppm_LDD,Mo_ppm_UDD,Na_pct,Na_pct_GMD,Na_pct_LDD,Na_pct_UDD,Ni_ppm,Ni_ppm_GMD,Ni_ppm_LDD,Ni_ppm_UDD,P_pct,P_pct_GMD,P_pct_LDD,P_pct_UDD,Pb_ppm,Pb_ppm_GMD,Pb_ppm_LDD,Pb_ppm_UDD,S_pct,S_pct_GMD,S_pct_LDD,S_pct_UDD,Sb_ppm,Sb_ppm_GMD,Sb_ppm_LDD,Sb_ppm_UDD,Sc_ppm,Sc_ppm_GMD,Sc_ppm_LDD,Sc_ppm_UDD,Sn_ppm,Sn_ppm_GMD,Sn_ppm_LDD,Sn_ppm_UDD,Sr_ppm,Sr_ppm_GMD,Sr_ppm_LDD,Sr_ppm_UDD,Ti_pct,Ti_pct_GMD,Ti_pct_LDD,Ti_pct_UDD,V_ppm,V_ppm_GMD,V_ppm_LDD,V_ppm_UDD,W_ppm,W_ppm_GMD,W_ppm_LDD,W_ppm_UDD,Y_ppm,Y_ppm_GMD,Y_ppm_LDD,Y_ppm_UDD,Zn_ppm,Zn_ppm_GMD,Zn_ppm_LDD,Zn_ppm_UDD,Zr_ppm,Zr_ppm_GMD,Zr_ppm_LDD,Zr_ppm_UDD,Ag_ppm_AAS42S,Ag_ppm_AAS42S_GMD,Ag_ppm_AAS42S_LDD,Ag_ppm_AAS42S_UDD,Cu_pct,Cu_pct_GMD,Cu_pct_LDD,Cu_pct_UDD
Tannenberg Copper Project,,*REP-PAL01581,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,<2,ICP40B,2,10,4.09,ICP40B,0.01,15,9,ICP40B,3,10000,230,ICP40B,1,10000,0.6,ICP40B,0.5,2500,<5,ICP40B,5,10000,6.00,ICP40B,0.01,15,<1,ICP40B,1,10000,7,ICP40B,1,10000,36,ICP40B,1,10000,4.0,ICP40B,0.5,10000,2.34,ICP40B,0.01,15,0.91,ICP40B,0.01,15,9.5,ICP40B,0.5,10000,98,ICP40B,1,10000,0.52,ICP40B,0.01,15,807,ICP40B,2,10000,1,ICP40B,1,10000,1.16,ICP40B,0.01,15,18,ICP40B,1,10000,0.04,ICP40B,0.01,15,8,ICP40B,2,10000,0.01,ICP40B,0.01,5,<5,ICP40B,5,10000,6.7,ICP40B,0.5,10000,<10,ICP40B,10,10000,117,ICP40B,0.5,5000,0.18,ICP40B,0.01,15,52,ICP40B,2,10000,<10,ICP40B,10,10000,10.3,ICP40B,0.5,10000,10,ICP40B,1,10000,37.4,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-135B,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,53,AAS42S,5,500,0.01,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01499,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-133A,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-929,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,7,AAS42S,5,500,2.01,AAS42S,0.001,50
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01528,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-136,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01553,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-317,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*BLK-BLANK,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*STD-OREAS-605B,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
Tannenberg Copper Project,,*REP-PAL01581,Core,Drill Core,Drillhole,TR2502686     130             376,08-Nov-25,14-Nov-25,TR2502686,TR2502686     130             376,,-,,,,,,,,,,,,,,ICP40B,2,10,,ICP40B,0.01,15,,ICP40B,3,10000,,ICP40B,1,10000,,ICP40B,0.5,2500,,ICP40B,5,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,ICP40B,0.01,15,,ICP40B,0.01,15,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,1,10000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,0.01,5,,ICP40B,5,10000,,ICP40B,0.5,10000,,ICP40B,10,10000,,ICP40B,0.5,5000,,ICP40B,0.01,15,,ICP40B,2,10000,,ICP40B,10,10000,,ICP40B,0.5,10000,,ICP40B,1,10000,,ICP40B,0.5,10000,,AAS42S,5,500,,AAS42S,0.001,50
